"SceneId";"ArcId";"Volume";"VolumeId";"StartPage";"StartPageId";"StartPanel";"StartPanelId";"EndPage";"EndPageId";"EndPanel";"EndPanelId";"Rank";"Panels";"Pages";"Characters";"MatchStart";"MatchEnd";"MatchBoth";"Characters";"Annotation"
3083;13;"34";42;42;1934;1;13717;42;1934;2;13718;3866;2;1;3;"TRUE";"FALSE";"FALSE";"Lehla,Salouma,Servantes_34.42";"FALSE"
3084;13;"34";42;42;1934;3;13719;42;1934;5;13721;3867;3;1;4;"FALSE";"FALSE";"FALSE";"Femme d'Herzog_34.39,Lehla,Salouma,Servantes_34.42";"FALSE"
3185;17;"L4";44;9;1993;5;14169;9;1993;5;14169;3890;1;1;2;"FALSE";"TRUE";"FALSE";"Aaricia Gandalfsdottir,Yasmina";"FALSE"
3186;17;"L4";44;10;1994;1;14170;10;1994;3;14172;3891;3;1;4;"TRUE";"FALSE";"FALSE";"Fille_L4.2,Fille_L4.3,Mygg,Patö";"FALSE"
3187;17;"L4";44;10;1994;4;14173;12;1996;6;14188;3892;16;3;5;"FALSE";"TRUE";"FALSE";"Fille_L4.2,Fille_L4.3,Mygg,Patö,Raïssa";"TRUE"
3189;17;"L4";44;13;1997;2;14190;16;2000;7;14216;3894;27;4;2;"FALSE";"TRUE";"FALSE";"Aaricia Gandalfsdottir,Louve Thorgalsdottir";"FALSE"
3223;17;"L4";44;41;2025;4;14396;41;2025;9;14401;3928;6;1;2;"FALSE";"TRUE";"FALSE";"Louve Thorgalsdottir,Yasmina";"TRUE"
3231;17;"L4";44;43;2027;8;14415;43;2027;8;14415;3936;1;1;2;"FALSE";"TRUE";"FALSE";"Louve Thorgalsdottir,Yasmina";"FALSE"
3233;17;"L4";44;45;2029;1;14425;45;2029;5;14429;3938;5;1;2;"TRUE";"FALSE";"FALSE";"Louve Thorgalsdottir,Yasmina";"FALSE"
3234;17;"L4";44;45;2029;6;14430;46;2030;6;14437;3939;8;2;3;"FALSE";"FALSE";"FALSE";"Louve Thorgalsdottir,Raïssa,Yasmina";"TRUE"
3235;17;"L4";44;46;2030;7;14438;48;2032;2;14445;3940;8;3;6;"FALSE";"FALSE";"FALSE";"Loup_L4.46.1,Loup_L4.46.2,Loup_L4.46.3,Louve Thorgalsdottir,Raïssa,Yasmina";"TRUE"
3236;17;"L4";44;48;2032;3;14446;48;2032;7;14450;3941;5;1;5;"FALSE";"TRUE";"FALSE";"Loup_L4.46.1,Loup_L4.46.2,Louve Thorgalsdottir,Raïssa,Yasmina";"TRUE"
3294;15;"K5";45;31;2061;4;14633;31;2061;6;14635;3690;3;1;2;"FALSE";"FALSE";"FALSE";"Gwenda d'Auxaterra,Kriss de Valnor";"TRUE"
3339;17;"L5";46;5;2081;1;14792;5;2081;4;14795;3947;4;1;2;"TRUE";"TRUE";"TRUE";"Louve Thorgalsdottir,Yasmina";"TRUE"
3341;17;"L5";46;7;2083;1;14802;7;2083;2;14803;3949;2;1;2;"TRUE";"FALSE";"FALSE";"Louve Thorgalsdottir,Yasmina";"FALSE"
3348;17;"L5";46;9;2085;5;14822;10;2086;1;14825;3956;4;2;2;"FALSE";"FALSE";"FALSE";"Louve Thorgalsdottir,Raïssa";"TRUE"
3349;17;"L5";46;10;2086;2;14826;12;2088;9;14848;3957;23;3;3;"FALSE";"TRUE";"FALSE";"Louve Thorgalsdottir,Raïssa,Yasmina";"TRUE"
3355;17;"L5";46;15;2091;1;14865;16;2092;7;14878;3963;14;2;2;"TRUE";"FALSE";"FALSE";"Louve Thorgalsdottir,Yasmina";"TRUE"
3356;17;"L5";46;16;2092;8;14879;16;2092;8;14879;3964;1;1;3;"FALSE";"TRUE";"FALSE";"Louve Thorgalsdottir,Raïssa,Yasmina";"NA"
3359;17;"L5";46;19;2095;1;14898;19;2095;9;14906;3967;9;1;2;"TRUE";"TRUE";"TRUE";"Louve Thorgalsdottir,Yasmina";"TRUE"
3365;17;"L5";46;23;2099;1;14929;23;2099;8;14936;3973;8;1;2;"TRUE";"TRUE";"TRUE";"Louve Thorgalsdottir,Yasmina";"TRUE"
3366;17;"L5";46;24;2100;1;14937;25;2101;9;14953;3974;17;2;3;"TRUE";"TRUE";"TRUE";"Louve Thorgalsdottir,Raïssa,Yasmina";"TRUE"
3369;17;"L5";46;27;2103;1;14963;27;2103;9;14971;3977;9;1;2;"TRUE";"TRUE";"TRUE";"Louve Thorgalsdottir,Yasmina";"FALSE"
3381;17;"L5";46;35;2111;1;15030;35;2111;7;15036;3989;7;1;2;"TRUE";"TRUE";"TRUE";"Louve Thorgalsdottir,Yasmina";"TRUE"
3384;17;"L5";46;37;2113;1;15045;37;2113;3;15047;3992;3;1;4;"TRUE";"FALSE";"FALSE";"Loup_L5.26.1,Loup_L5.26.2,Louve Thorgalsdottir,Yasmina";"TRUE"
3385;17;"L5";46;37;2113;4;15048;37;2113;4;15048;3993;1;1;3;"FALSE";"FALSE";"FALSE";"Loup_L5.26.1,Louve Thorgalsdottir,Yasmina";"TRUE"
3386;17;"L5";46;37;2113;5;15049;37;2113;8;15052;3994;4;1;2;"FALSE";"FALSE";"FALSE";"Louve Thorgalsdottir,Yasmina";"TRUE"
3387;17;"L5";46;37;2113;9;15053;37;2113;10;15054;3995;2;1;3;"FALSE";"TRUE";"FALSE";"Louve Thorgalsdottir,Raïssa,Yasmina";"NA"
3388;17;"L5";46;38;2114;1;15055;38;2114;4;15058;3996;4;1;2;"TRUE";"FALSE";"FALSE";"Louve Thorgalsdottir,Raïssa";"FALSE"
3392;17;"L5";46;38;2114;8;15062;39;2115;8;15072;4000;11;2;2;"FALSE";"TRUE";"FALSE";"Louve Thorgalsdottir,Raïssa";"FALSE"
3393;17;"L5";46;40;2116;1;15073;41;2117;9;15090;4001;18;2;4;"TRUE";"FALSE";"FALSE";"Anina,Louve Thorgalsdottir,Raïssa,Yasmina";"FALSE"
3394;17;"L5";46;41;2117;10;15091;41;2117;10;15091;4002;1;1;2;"FALSE";"TRUE";"FALSE";"Louve Thorgalsdottir,Yasmina";"FALSE"
3395;17;"L5";46;42;2118;1;15092;42;2118;1;15092;4003;1;1;2;"TRUE";"FALSE";"FALSE";"Anina,Raïssa";"TRUE"
3397;17;"L5";46;43;2119;1;15100;43;2119;3;15102;4005;3;1;2;"TRUE";"FALSE";"FALSE";"Louve Thorgalsdottir,Yasmina";"FALSE"
3398;17;"L5";46;43;2119;4;15103;43;2119;7;15106;4006;4;1;3;"FALSE";"FALSE";"FALSE";"Aaricia Gandalfsdottir,Louve Thorgalsdottir,Yasmina";"FALSE"
3402;17;"L5";46;46;2122;1;15127;46;2122;6;15132;4010;6;1;3;"TRUE";"FALSE";"FALSE";"Aaricia Gandalfsdottir,Louve Thorgalsdottir,Yasmina";"FALSE"
3487;19;"K6";48;22;2191;3;15636;22;2191;5;15638;4042;3;1;2;"FALSE";"FALSE";"FALSE";"Erwin,Kriss de Valnor";"TRUE"
3489;19;"K6";48;23;2192;7;15648;23;2192;8;15649;4044;2;1;2;"FALSE";"TRUE";"FALSE";"Erwin,Kriss de Valnor";"TRUE"
3490;19;"K6";48;24;2193;1;15650;24;2193;11;15660;4045;11;1;2;"TRUE";"TRUE";"TRUE";"Erwin,Kriss de Valnor";"FALSE"
3502;19;"K6";48;31;2200;8;15720;31;2200;9;15721;4057;2;1;2;"FALSE";"TRUE";"FALSE";"Erwin,Kriss de Valnor";"TRUE"
3540;19;"K6";48;54;2223;1;15896;54;2223;6;15901;4095;6;1;2;"TRUE";"TRUE";"TRUE";"Erwin,Kriss de Valnor";"TRUE"
3541;19;"K6";48;55;2224;1;15902;55;2224;12;15913;4096;12;1;2;"TRUE";"TRUE";"TRUE";"Erwin,Kriss de Valnor";"FALSE"
3572;18;"J4";49;27;2251;1;16097;27;2251;8;16104;336;8;1;3;"TRUE";"TRUE";"TRUE";"Aaricia Gandalfsdottir,Enyd,Isoline";"FALSE"
3577;18;"J4";49;31;2255;1;16123;31;2255;6;16128;341;6;1;3;"TRUE";"TRUE";"TRUE";"Aaricia Gandalfsdottir,Enyd,Isoline";"FALSE"
3622;20;"L6";50;6;2276;1;16285;6;2276;4;16288;4183;4;1;2;"TRUE";"FALSE";"FALSE";"Louve Thorgalsdottir,Yasmina";"FALSE"
3623;20;"L6";50;6;2276;5;16289;7;2277;1;16292;4184;4;2;2;"FALSE";"FALSE";"FALSE";"Louve Thorgalsdottir,Yasmina";"FALSE"
3646;20;"L6";50;12;2282;7;16333;12;2282;8;16334;4207;2;1;2;"FALSE";"TRUE";"FALSE";"Louve Thorgalsdottir,Yasmina";"FALSE"
3650;20;"L6";50;16;2286;1;16356;16;2286;3;16358;4211;3;1;2;"TRUE";"FALSE";"FALSE";"Louve Thorgalsdottir,Yasmina";"FALSE"
3686;20;"L6";50;42;2312;1;16548;43;2313;6;16559;4247;12;2;3;"TRUE";"FALSE";"FALSE";"Chats ailés_L6.42,Cléo,Frigg";"FALSE"
3805;20;"L7";52;25;2392;3;17120;25;2392;6;17123;4286;4;1;3;"FALSE";"FALSE";"FALSE";"Louve Thorgalsdottir,Mégères_L7.25,Yasmina";"TRUE"
3821;20;"L7";52;39;2406;6;17216;39;2406;6;17216;4302;1;1;2;"FALSE";"TRUE";"FALSE";"Aaricia Gandalfsdottir,Louve Thorgalsdottir";"TRUE"
3822;20;"L7";52;40;2407;1;17217;40;2407;1;17217;4303;1;1;3;"TRUE";"FALSE";"FALSE";"Aaricia Gandalfsdottir,Louve Thorgalsdottir,Yasmina";"FALSE"
3828;20;"L7";52;42;2409;7;17236;42;2409;7;17236;4309;1;1;3;"FALSE";"TRUE";"FALSE";"Aaricia Gandalfsdottir,Louve Thorgalsdottir,Yasmina";"TRUE"
3830;20;"L7";52;43;2410;3;17239;43;2410;6;17242;4311;4;1;4;"FALSE";"FALSE";"FALSE";"Aaricia Gandalfsdottir,Frigg,Louve Thorgalsdottir,Yasmina";"NA"
3831;20;"L7";52;43;2410;7;17243;44;2411;6;17249;4312;7;2;3;"FALSE";"FALSE";"FALSE";"Aaricia Gandalfsdottir,Chats ailés_L7.44,Frigg";"NA"
3841;21;"J5";53;4;2417;2;17283;4;2417;2;17283;384;1;1;2;"FALSE";"FALSE";"FALSE";"Aaricia Gandalfsdottir,Solveig";"TRUE"
3843;21;"J5";53;5;2418;7;17292;5;2418;7;17292;386;1;1;2;"FALSE";"TRUE";"FALSE";"Aaricia Gandalfsdottir,Solveig";"FALSE"
3849;21;"J5";53;10;2423;1;17326;10;2423;6;17331;392;6;1;2;"TRUE";"TRUE";"TRUE";"Aaricia Gandalfsdottir,Solveig";"FALSE"
3876;21;"J5";53;26;2439;2;17441;26;2439;2;17441;419;1;1;2;"FALSE";"FALSE";"FALSE";"Enyd,Isoline";"FALSE"
3877;21;"J5";53;26;2439;3;17442;26;2439;4;17443;420;2;1;4;"FALSE";"FALSE";"FALSE";"Aaricia Gandalfsdottir,Enyd,Isoline,Solveig";"NA"
3879;21;"J5";53;26;2439;7;17446;26;2439;7;17446;422;1;1;4;"FALSE";"TRUE";"FALSE";"Aaricia Gandalfsdottir,Enyd,Isoline,Solveig";"TRUE"
3886;21;"J5";53;30;2443;1;17471;31;2444;6;17482;429;12;2;4;"TRUE";"TRUE";"TRUE";"Aaricia Gandalfsdottir,Enyd,Isoline,Solveig";"FALSE"
3891;21;"J5";53;35;2448;1;17509;35;2448;5;17513;434;5;1;3;"TRUE";"FALSE";"FALSE";"Aaricia Gandalfsdottir,Enyd,Isoline";"TRUE"
3941;19;"K7";54;28;2487;4;17816;28;2487;7;17819;4351;4;1;2;"FALSE";"TRUE";"FALSE";"Agrippa,Kriss de Valnor";"TRUE"
4014;21;"J6";55;31;2538;2;18208;31;2538;7;18213;505;6;1;2;"FALSE";"TRUE";"FALSE";"Anina,Mère d'Anina";"FALSE"
4093;19;"K8";56;27;2580;5;18559;28;2581;4;18566;4417;8;2;2;"FALSE";"FALSE";"FALSE";"Agrippa,Kriss de Valnor";"TRUE"
4143;13;"36";57;18;2617;2;18830;18;2617;4;18832;4467;3;1;2;"FALSE";"FALSE";"FALSE";"Ornulla,Yénhäas_36.18";"FALSE"
4184;13;"36";57;38;2637;1;18974;38;2637;1;18974;4508;1;1;2;"TRUE";"FALSE";"FALSE";"Serväan,Yénhäas_36.31";"FALSE"
4245;22;"J7";58;24;2669;1;19224;24;2669;9;19232;580;9;1;2;"TRUE";"TRUE";"TRUE";"Aaricia Gandalfsdottir,Isoline";"FALSE"
4248;22;"J7";58;26;2671;1;19242;26;2671;4;19245;583;4;1;2;"TRUE";"FALSE";"FALSE";"Aaricia Gandalfsdottir,Isoline";"NA"
4250;22;"J7";58;26;2671;6;19247;26;2671;6;19247;585;1;1;2;"FALSE";"FALSE";"FALSE";"Aaricia Gandalfsdottir,Isoline";"NA"
4255;22;"J7";58;32;2677;1;19287;32;2677;1;19287;590;1;1;2;"TRUE";"FALSE";"FALSE";"Aaricia Gandalfsdottir,Villageoises_J7.32";"FALSE"
4259;22;"J7";58;32;2677;10;19296;32;2677;10;19296;594;1;1;2;"FALSE";"TRUE";"FALSE";"Aaricia Gandalfsdottir,Isoline";"FALSE"
4266;22;"J7";58;36;2681;4;19319;36;2681;6;19321;601;3;1;2;"FALSE";"TRUE";"FALSE";"Gunhilda Görmsson,Thyra";"FALSE"
4359;22;"J8";60;3;2740;6;19794;4;2741;4;19801;624;8;2;2;"FALSE";"FALSE";"FALSE";"Aaricia Gandalfsdottir,Kayla";"TRUE"
4368;22;"J8";60;5;2742;3;19811;5;2742;4;19812;633;2;1;2;"FALSE";"FALSE";"FALSE";"Aaricia Gandalfsdottir,Kayla";"TRUE"
4371;22;"J8";60;5;2742;7;19815;5;2742;7;19815;636;1;1;2;"FALSE";"FALSE";"FALSE";"Aaricia Gandalfsdottir,Kayla";"FALSE"
4373;22;"J8";60;5;2742;10;19818;5;2742;10;19818;638;1;1;2;"FALSE";"FALSE";"FALSE";"Aaricia Gandalfsdottir,Kayla";"FALSE"
4375;22;"J8";60;6;2743;1;19820;6;2743;2;19821;640;2;1;2;"TRUE";"FALSE";"FALSE";"Aaricia Gandalfsdottir,Kayla";"TRUE"
4380;22;"J8";60;7;2744;1;19830;7;2744;3;19832;645;3;1;2;"TRUE";"FALSE";"FALSE";"Aaricia Gandalfsdottir,Isoline";"TRUE"
4391;22;"J8";60;16;2753;1;19907;16;2753;4;19910;656;4;1;2;"TRUE";"FALSE";"FALSE";"Aaricia Gandalfsdottir,Servante_J8.16";"TRUE"
4394;22;"J8";60;16;2753;10;19916;17;2754;9;19925;659;10;2;2;"FALSE";"TRUE";"FALSE";"Aaricia Gandalfsdottir,Sydönia";"FALSE"
4398;22;"J8";60;19;2756;1;19935;19;2756;6;19940;663;6;1;2;"TRUE";"FALSE";"FALSE";"Aaricia Gandalfsdottir,Sydönia";"FALSE"
4399;22;"J8";60;19;2756;7;19941;19;2756;10;19944;664;4;1;2;"FALSE";"TRUE";"FALSE";"Aaricia Gandalfsdottir,Sydönia";"NA"
4403;22;"J8";60;22;2759;1;19964;22;2759;1;19964;668;1;1;2;"TRUE";"FALSE";"FALSE";"Aaricia Gandalfsdottir,Isoline";"FALSE"
4404;22;"J8";60;22;2759;2;19965;22;2759;3;19966;669;2;1;3;"FALSE";"FALSE";"FALSE";"Aaricia Gandalfsdottir,Isoline,Sigvalda";"TRUE"
4406;22;"J8";60;22;2759;5;19968;22;2759;7;19970;671;3;1;2;"FALSE";"TRUE";"FALSE";"Aaricia Gandalfsdottir,Isoline";"TRUE"
4423;22;"J8";60;35;2772;4;20077;35;2772;5;20078;688;2;1;2;"FALSE";"FALSE";"FALSE";"Aaricia Gandalfsdottir,Isoline";"FALSE"
4444;23;"38";61;4;2787;1;20201;4;2787;7;20207;4599;7;1;2;"TRUE";"FALSE";"FALSE";"Louve Thorgalsdottir,Selkie_38.4";"FALSE"
4447;23;"38";61;7;2790;1;20227;7;2790;6;20232;4602;6;1;2;"TRUE";"FALSE";"FALSE";"Louve Thorgalsdottir,Ran le homard";"FALSE"
4448;23;"38";61;7;2790;7;20233;8;2791;4;20238;4603;6;2;3;"FALSE";"FALSE";"FALSE";"Ava,Louve Thorgalsdottir,Ran le homard";"TRUE"
4457;23;"38";61;12;2795;7;20275;13;2796;6;20281;4612;7;2;2;"FALSE";"FALSE";"FALSE";"Ava,Louve Thorgalsdottir";"TRUE"
4463;23;"38";61;18;2801;3;20316;18;2801;8;20321;4618;6;1;2;"FALSE";"TRUE";"FALSE";"Ava,Selkie_38.4";"NA"
4501;23;"38";61;36;2819;1;20452;36;2819;7;20458;4656;7;1;2;"TRUE";"FALSE";"FALSE";"Ava,Ran le homard";"NA"
4524;22;"J9";62;4;2833;6;20563;5;2834;6;20572;711;10;2;3;"FALSE";"FALSE";"FALSE";"Aaricia Gandalfsdottir,Isoline,Thorbiorg";"FALSE"
4535;22;"J9";62;8;2837;8;20597;9;2838;1;20599;722;3;2;3;"FALSE";"FALSE";"FALSE";"Deux femmes_J9.8,Isoline,Thorbiorg";"TRUE"
4552;22;"J9";62;19;2848;4;20678;19;2848;5;20679;739;2;1;2;"FALSE";"FALSE";"FALSE";"Aaricia Gandalfsdottir,Isoline";"TRUE"
4561;22;"J9";62;31;2860;1;20768;31;2860;9;20776;748;9;1;3;"TRUE";"TRUE";"TRUE";"Aaricia Gandalfsdottir,Modgud,Thorbiorg";"TRUE"
4569;22;"J9";62;39;2868;1;20832;39;2868;4;20835;756;4;1;4;"TRUE";"FALSE";"FALSE";"Femmes_J9.39,Hildegunn,Modgud,Sy-Aesa";"TRUE"
4588;23;"39";63;8;2883;1;20950;8;2883;4;20953;4682;4;1;2;"TRUE";"FALSE";"FALSE";"Ava,Louve Thorgalsdottir";"TRUE"
4666;22;"J10";64;12;2935;1;21358;12;2935;2;21359;780;2;1;2;"TRUE";"FALSE";"FALSE";"Dame Le Devehat,Sydönia";"FALSE"
4668;22;"J10";64;12;2935;8;21365;12;2935;9;21366;782;2;1;2;"FALSE";"TRUE";"FALSE";"Gunhilda Görmsson,Thyra";"TRUE"
4671;22;"J10";64;13;2936;4;21370;14;2937;10;21384;785;15;2;2;"FALSE";"TRUE";"FALSE";"Nixe_J10.13,Sydönia";"TRUE"
4673;22;"J10";64;15;2938;2;21386;15;2938;3;21387;787;2;1;2;"FALSE";"FALSE";"FALSE";"Nixe_J10.13,Sydönia";"TRUE"
4681;22;"J10";64;17;2940;1;21402;17;2940;9;21410;795;9;1;2;"TRUE";"TRUE";"TRUE";"Nixe_J10.13,Sydönia";"TRUE"
4710;22;"J10";64;37;2960;7;21574;37;2960;8;21575;824;2;1;3;"FALSE";"FALSE";"FALSE";"Fillette_J10.36,Nixe_J10.13,Sydönia";"TRUE"
4726;22;"J10";64;43;2966;1;21615;44;2967;10;21631;840;17;2;2;"TRUE";"TRUE";"TRUE";"Nixe_J10.13,Sydönia";"TRUE"
4766;23;"40";65;14;2991;5;21822;14;2991;5;21822;4766;1;1;2;"FALSE";"FALSE";"FALSE";"Haynée,Slive";"NA"
